ID,Job_Title,Salary_Estimate,Rating,Company_Name,States,Location,Headquarters,Size,Founded,Type_of_ownership,Industry,Sector,Revenue,Competitors,Hourly,Employer_provided,Lower_Salary,Upper_Salary,Avg_SalaryK,Age,Python,spark,aws,excel,sql_,sas,keras,pytorch,scikit,tensor,hadoop,tableau,bi,flink,mongo,google_an,job_title_sim,seniority_by_title,Degree
389,Senior Data Engineer,$97K-$180K ,4.7,Praetorian,TX,"Austin, TX","Austin, TX",51 - 200,2010,Company - Private,Security Services,Business Services,$10 to $25 million (USD),Unknown,0,0,97,180,138.5,11,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,data engineer,sr,na
390,Managing Data Scientist/ML Engineer,$81K-$134K ,3.4,PA Consulting,MA,"Boston, MA","London, United Kingdom",1001 - 5000,1943,Company - Private,Consulting,Business Services,$100 to $500 million (USD),"McKinsey & Company, Accenture, Deloitte",0,0,81,134,107.5,78,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,data scientist,na,na
391,"Scientist, Pharmacometrics",$84K-$157K ,3.8,Agios Pharmaceuticals,MA,"Cambridge, MA","Cambridge, MA",501 - 1000,2008,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$50 to $100 million (USD),Unknown,0,0,84,157,120.5,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,other scientist,na,M
392,Staff Scientist- Upstream PD,$49K-$113K ,2.7,Advanced BioScience Laboratories,MD,"Rockville, MD","Rockville, MD",201 - 500,1961,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),Unknown,0,0,49,113,81,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,na
393,Scientist Manufacturing Pharma - Kentucky BioProcessing,$68K-$139K ,3.1,Reynolds American,KY,"Owensboro, KY","Winston-Salem, NC",5001 - 10000,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),Unknown,0,0,68,139,103.5,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,na
394,Sr. Data Engineer,$75K-$140K ,3.4,Echo Global Logistics,IL,"Chicago, IL","Chicago, IL",1001 - 5000,2005,Company - Public,Transportation Management,Transportation & Logistics,$2 to $5 billion (USD),"C.H. Robinson, Total Quality Logistics, Coyote Logistics",0,0,75,140,107.5,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data engineer,sr,na
395,Lead Big Data Engineer,$121K-$203K ,4,Glassdoor,CA,"San Francisco, CA","Mill Valley, CA",1001 - 5000,2007,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,"Indeed, LinkedIn",0,0,121,203,162,14,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,data engineer,sr,na
396,Product Engineer – Spatial Data Science and Statistical Analysis,$52K-$85K ,3.5,Esri,CA,"Redlands, CA","Redlands, CA",1001 - 5000,1969,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),Pitney Bowes,0,0,52,85,68.5,52,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,data scientist,na,M
397,Sr Software Engineer (Data Scientist),$81K-$140K ,3.4,Assurant,OH,"Westlake, OH","New York, NY",10000+,1978,Company - Public,Insurance Carriers,Insurance,$5 to $10 billion (USD),"Asurion, SquareTrade, National General Insurance",0,0,81,140,110.5,43,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,data scientist,sr,na
398,College Hire - Data Scientist - Open to December 2019 Graduates,$63K-$99K ,3.7,Caterpillar,IL,"Peoria, IL","Deerfield, IL",10000+,1925,Company - Public,Industrial Manufacturing,Manufacturing,$10+ billion (USD),"John Deere, Komatsu, CNH Industrial",0,0,63,99,81,96,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,data scientist,na,na
399,Senior Data Scientist,$110K-$150K,4.3,Equity Residential,IL,"Chicago, IL","Chicago, IL",1001 - 5000,1993,Company - Public,Real Estate,Real Estate,$2 to $5 billion (USD),"UDR, AvalonBay Communities, Essex Property Trust",0,0,110,150,130,28,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0,0,data scientist,sr,M
400,Sr. Data Engineer (ETL Developer),$83K-$148K ,3.7,F&G,IA,"Des Moines, IA","Des Moines, IA",201 - 500,-1,Subsidiary or Business Segment,Insurance Carriers,Insurance,$100 to $500 million (USD),Unknown,0,0,83,148,115.5,-1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,data engineer,sr,na
401,Senior Data Scientist Artificial Intelligence,$60K-$101K ,3.8,PNNL,WA,"Richland, WA","Richland, WA",1001 - 5000,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),"Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory",0,0,60,101,80.5,56,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,data scientist,sr,M
402,Analytics - Business Assurance Data Analyst,$31K-$55K ,4.6,GreatAmerica Financial Services,IA,"Cedar Rapids, IA","Cedar Rapids, IA",501 - 1000,1992,Company - Private,Lending,Finance,$100 to $500 million (USD),Unknown,0,0,31,55,43,29,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,analyst,na,na
403,"Associate Director/Director, Safety Scientist",$102K-$178K ,4.4,Acceleron Pharma,MA,"Cambridge, MA","Cambridge, MA",201 - 500,2003,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,Unknown,0,0,102,178,140,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,director,na,P
404,"Senior Scientist, Cell Pharmacology/Assay Development",$110K-$130K,-1,Kronos Bi,MA,"Cambridge, MA","San Mateo, CA",unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,Unknown,0,1,110,130,120,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,sr,P
405,Data Analyst Senior,$48K-$85K ,3,AmeriHealth Caritas,PA,"Philadelphia, PA","Philadelphia, PA",5001 - 10000,1983,Company - Private,Insurance Carriers,Insurance,$5 to $10 billion (USD),"UnitedHealth Group, Molina Healthcare, Centene",0,0,48,85,66.5,38,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,analyst,sr,M
406,Lead Data Engineer (Python),$66K-$123K ,4.7,Strategic Employment Partners,CA,"San Francisco, CA","Los Angeles, CA",51 - 200,2006,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),Unknown,0,0,66,123,94.5,15,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,data engineer,sr,na
407,Senior Data Scientist 4 Artificial Intelligence,$92K-$146K ,3.8,PNNL,WA,"Seattle, WA","Richland, WA",1001 - 5000,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),"Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory",0,0,92,146,119,56,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,data scientist,sr,M
408,Medical Lab Scientist - MLT,$21-$29 Per Hour,3.2,Catholic Health Initiatives,NE,"Omaha, NE","Englewood, CO",10000+,1996,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$10+ billion (USD),"Dignity Health, Trinity Health",1,0,43,60,51.5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,na
409,"Senior Operations Data Analyst, Call Center Operations",$10-$17 Per Hour,2.7,FLEETCOR,TN,"Nashville, TN","Peachtree Corners, GA",5001 - 10000,2000,Company - Public,Financial Transaction Processing,Finance,$2 to $5 billion (USD),Unknown,1,0,20,35,27.5,21,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,analyst,sr,na
410,"Director II, Data Science - GRS Predictive Analytics",$150K-$239K ,3.3,Liberty Mutual Insurance,IL,"Chicago, IL","Boston, MA",10000+,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),"Travelers, Allstate, State Farm",0,0,150,239,194.5,109,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,data scientist,na,P
411,RESEARCH COMPUTER SCIENTIST - RESEARCH ENGINEER - SR. COMPUTER SCIENTIST - SOFTWARE DEVELOPMENT,$52K-$91K ,3.9,Southwest Research Institute,TX,"San Antonio, TX","San Antonio, TX",1001 - 5000,1947,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),"Los Alamos National Laboratory, Battelle, SRI International",0,0,52,91,71.5,74,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,other scientist,sr,na
412,Geospatial Software Developer and Data Scientist,$82K-$129K,3.7,Applied Research Laboratories,TX,"Austin, TX","Austin, TX",501 - 1000,-1,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,Unknown,0,0,82,129,105.5,-1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,data scientist,na,na
413,Senior Scientist - Toxicologist - Product Integrity (Stewardship),$47K-$101K ,3.1,Reynolds American,NC,"Winston-Salem, NC","Winston-Salem, NC",5001 - 10000,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),Unknown,0,0,47,101,74,146,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,sr,M
414,Systems Engineer II - Data Analyst,$49K-$76K ,3.7,Raytheon,AL,"Huntsville, AL","Waltham, MA",10000+,1922,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),Unknown,0,0,49,76,62.5,99,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,analyst,na,na
415,Senior Research Analytical Scientist-Non-Targeted Analysis,$43K-$88K ,4.3,RTI International,NC,"Durham, NC","Research Triangle Park, NC",1001 - 5000,1958,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),"Westat, Abt Associates, Chemonics International",0,0,43,88,65.5,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,sr,P
416,Director Data Science,$124K-$199K ,3.6,TRANZACT,NJ,"Fort Lee, NJ","Fort Lee, NJ",1001 - 5000,1989,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,Unknown,0,0,124,199,161.5,32,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,data scientist,na,na
417,Sr Data Analyst - IT,$52K-$93K ,2.1,United BioSource,PA,"Blue Bell, PA","Blue Bell, PA",1001 - 5000,2003,Other Organization,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),"Covance, ICON",0,0,52,93,72.5,18,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,analyst,sr,na
418,Senior Data Engineer,$97K-$181K ,3.9,Figure Eight,CA,"San Francisco, CA","San Francisco, CA",51 - 200,2008,Company - Public,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),Unknown,0,0,97,181,139,13,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,data engineer,sr,na
419,Senior Data Engineer,$100K-$173K ,3.9,Tapjoy,CA,"San Francisco, CA","San Francisco, CA",201 - 500,2007,Company - Private,Internet,Information Technology,$10 to $25 million (USD),"FLURRY, Chartboost",0,0,100,173,136.5,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data engineer,sr,na
420,Associate Machine Learning Engineer / Data Scientist May 2020 Undergrad,$53K-$96K ,3.8,Fareportal,NY,"New York, NY","New York, NY",1001 - 5000,2002,Company - Private,Travel Agencies,Travel & Tourism,$2 to $5 billion (USD),"Expedia Group, Orbitz Worldwide, Priceline.com",0,0,53,96,74.5,19,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,na
421,Senior Scientist - Biostatistician,$65K-$96K ,3.1,Reynolds American,NC,"Winston-Salem, NC","Winston-Salem, NC",5001 - 10000,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),Unknown,0,0,65,96,80.5,146,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,sr,M
422,Data Scientist,$56K-$95K ,3.5,Sartorius,NM,"Albuquerque, NM","Gottingen, Germany",5001 - 10000,1870,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),Unknown,0,0,56,95,75.5,151,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,M
423,Data Scientist,$111K-$176K ,4.7,1904labs,MO,"Saint Louis, MO","Saint Louis, MO",51 - 200,2016,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,"Slalom, Daugherty Business Solutions",0,0,111,176,143.5,5,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,data scientist,na,na
424,Data Scientist,$75K-$127K ,5,Royce Geospatial,VA,"Springfield, VA","Arlington, VA",51 - 200,2014,Company - Private,Aerospace & Defense,Aerospace & Defense,$10 to $25 million (USD),Unknown,0,0,75,127,101,7,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,data scientist,na,na
425,Data Engineer,$65K-$119K ,3.6,MassMutual,MA,"Springfield, MA","Springfield, MA",5001 - 10000,1851,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),Unknown,0,0,65,119,92,170,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,data engineer,na,na
426,Computational Chemist/Data Scientist,$56K-$97K ,3.8,PNNL,WA,"Richland, WA","Richland, WA",1001 - 5000,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),"Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory",0,0,56,97,76.5,56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,P
427,Principal Data Scientist (Computational Chemistry),$108K-$173K ,4.7,Recursion Pharmaceuticals,UT,"Salt Lake City, UT","Salt Lake City, UT",51 - 200,2013,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million (USD),Unknown,0,0,108,173,140.5,8,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,data scientist,sr,na
428,Data Scientist,$94K-$139K ,3.6,Citi,NJ,"Jersey City, NJ","New York, NY",10000+,1812,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),Unknown,0,0,94,139,116.5,209,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,na
429,Principal Machine Learning Scientist,$176K-$289K ,4.7,Sage Intacct,CA,"San Francisco, CA","San Jose, CA",501 - 1000,1999,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,Unknown,0,0,176,289,232.5,22,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,machine learning engineer,sr,P
430,Data Scientist,$92K-$149K ,3.5,Scale AI,CA,"San Francisco, CA","San Francisco, CA",51 - 200,2016,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,Unknown,0,0,92,149,120.5,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,P
431,Product Engineer – Data Science,$63K-$101K ,3.5,Esri,VA,"Arlington, VA","Redlands, CA",1001 - 5000,1969,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),Pitney Bowes,0,0,63,101,82,52,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,M
432,"Principal Scientist, Chemistry & Immunology",$54K-$115K ,3.3,Rochester Regional Health,NY,"Rochester, NY","Rochester, NY",10000+,2014,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),Unknown,0,0,54,115,84.5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,sr,P
433,Data Scientist,$118K-$188K ,2.7,Change Healthcare,CA,"Emeryville, CA","Nashville, TN",10000+,2007,Company - Public,IT Services,Information Technology,Unknown / Non-Applicable,Unknown,0,0,118,188,153,14,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,data scientist,na,P
434,Data Scientist,$108K-$146K ,3.4,MZ,CA,"Palo Alto, CA","Palo Alto, CA",501 - 1000,2008,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,Unknown,0,0,108,146,127,13,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,data scientist,na,M
435,Data Scientist,$65K-$106K ,4.7,HG Insights,CA,"Santa Barbara, CA","Santa Barbara, CA",51 - 200,2010,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,Unknown,0,0,65,106,85.5,11,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,data scientist,na,P
436,Data Scientist,$55K-$98K ,2.8,"1-800-FLOWERS.COM, Inc.",NY,"Carle Place, NY","Carle Place, NY",1001 - 5000,1976,Company - Public,Wholesale,Business Services,$1 to $2 billion (USD),Unknown,0,0,55,98,76.5,45,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,data scientist,na,na
437,Data Scientist,$94K-$162K ,3.5,CBS Interactive,NY,"New York, NY","San Francisco, CA",1001 - 5000,1992,Subsidiary or Business Segment,TV Broadcast & Cable Networks,Media,$500 million to $1 billion (USD),"NBCUniversal, Comcast, Netflix",0,0,94,162,128,29,1,1,0,0,1,0,1,0,1,1,1,1,0,0,1,1,data scientist,na,na
438,Data Engineer,$63K-$120K ,3.2,"Numeric, LLC",PA,"King of Prussia, PA","Chadds Ford, PA",Jan-50,-1,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),Unknown,0,0,63,120,91.5,-1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,data engineer,na,na
439,"Scientist/Senior Scientist, Autoimmune",$90K-$179K ,4.4,Rubius Therapeutics,MA,"Cambridge, MA","Cambridge, MA",201 - 500,2013,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),Unknown,0,0,90,179,134.5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,sr,P
440,Data Scientist,$127K-$202K ,3.3,Samba TV,CA,"San Francisco, CA","San Francisco, CA",201 - 500,2008,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,Unknown,0,0,127,202,164.5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,na
441,Software Engineer - Data Visualization,$60K-$127K ,4,ClearEdge,MD,"Annapolis Junction, MD","Annapolis Junction, MD",51 - 200,2002,Company - Private,Computer Hardware & Software,Information Technology,$5 to $10 million (USD),Unknown,0,0,60,127,93.5,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,na,na,M
442,Market Data Analyst,$31K-$57K ,3.4,SV Microwave,FL,"West Palm Beach, FL","West Palm Beach, FL",201 - 500,1991,Company - Public,Telecommunications Manufacturing,Telecommunications,$50 to $100 million (USD),Unknown,0,0,31,57,44,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,analyst,na,M
443,Staff Data Engineer,$105K-$194K ,3.8,Sumo Logic,TX,"Austin, TX","Redwood City, CA",501 - 1000,2010,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,"Splunk, Datadog, Elastic",0,0,105,194,149.5,11,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,data engineer,na,M
444,Associate Data Engineer,$45K-$86K ,3.5,EAB,DC,"Washington, DC","Washington, DC",1001 - 5000,2007,Company - Private,Research & Development,Business Services,Unknown / Non-Applicable,Unknown,0,0,45,86,65.5,14,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,data engineer,na,M
445,Data Engineer,$75K-$143K ,4.4,SpringML,VA,"Herndon, VA","Pleasanton, CA",Jan-50,2015,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,Unknown,0,0,75,143,109,6,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,data engineer,na,na
446,Staff Data Engineer,$126K-$228K ,3.7,Samsung Research America,CA,"Mountain View, CA","Mountain View, CA",1001 - 5000,1988,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,$50 to $100 million (USD),"Sony, LG Electronics, Nokia",0,0,126,228,177,33,1,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,data engineer,na,P
447,Data Scientist,$80K-$134K ,4.7,Systems & Technology Research,VA,"Arlington, VA","Woburn, MA",201 - 500,2010,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),Unknown,0,0,80,134,107,11,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,data scientist,na,P
448,Data Scientist,$120K-$189K ,4.1,Netskope,CA,"Santa Clara, CA","Santa Clara, CA",501 - 1000,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,"Skyhigh Networks, Zscaler, NortonLifeLock",0,0,120,189,154.5,9,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,data scientist,na,P
449,Data Scientist,$85K-$142K ,4,Lorven Technologies Inc,CA,"Santa Clara, CA","Plainsboro, NJ",Jan-50,-1,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),Unknown,0,0,85,142,113.5,-1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,na
450,Senior Data Scientist,$95K-$154K ,3.5,Brighthouse Financial,NC,"Charlotte, NC","Charlotte, NC",1001 - 5000,2017,Company - Public,Insurance Carriers,Insurance,Unknown / Non-Applicable,Unknown,0,0,95,154,124.5,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,sr,M
451,Data Scientist,$111K-$176K ,2.5,CareDx,CA,"Brisbane, CA","Brisbane, CA",Jan-50,-1,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,Sequenom,0,0,111,176,143.5,-1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,P
452,Data Scientist,$87K-$140K ,3.9,Serigor Inc.,CA,"San Francisco, CA","Baltimore, MD",Jan-50,-1,Company - Private,IT Services,Information Technology,Less than $1 million (USD),Unknown,0,0,87,140,113.5,-1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,M
453,Data Scientist,$76K-$127K ,3.4,Leidos,VA,"Springfield, VA","Reston, VA",10000+,1969,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),Unknown,0,0,76,127,101.5,52,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,data scientist,na,M
454,"Data Analyst, Performance Partnership",$54K-$92K ,3.6,Beckman Coulter Diagnostics,NY,"New York, NY","Brea, CA",10000+,1935,Subsidiary or Business Segment,Health Care Products Manufacturing,Manufacturing,$2 to $5 billion (USD),"Abbott Laboratories, Roche, Thermo Fisher Scientific",0,0,54,92,73,86,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,analyst,na,na
455,Data Scientist,$61K-$100K ,3.5,IHS Markit,NY,"New York, NY","London, United Kingdom",10000+,2016,Company - Public,Consulting,Business Services,$2 to $5 billion (USD),"Thomson Reuters, International Data Group",0,0,61,100,80.5,5,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,M
456,Data Scientist,$81K-$140K ,-1,ALI,NY,"New York, NY","Noida, India",unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,Unknown,0,0,81,140,110.5,-1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,data scientist,na,M
457,Staff BI and Data Engineer,$80K-$148K ,2.9,Affinity Solutions,CA,"San Jose, CA","New York, NY",51 - 200,1998,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,"Commerce Signals, Cardlytics, Yodlee",0,0,80,148,114,23,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,data engineer,na,M
458,Data Scientist,$108K-$171K ,3.5,e-IT Professionals Corp.,CA,"Foster City, CA","Canton, MI",51 - 200,-1,Company - Private,"Health, Beauty, & Fitness",Consumer Services,$5 to $10 million (USD),Unknown,0,0,108,171,139.5,-1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,na
459,Data Scientist,$112K-$179K ,4.8,TechProjects,NY,"New York, NY","North Brunswick, NJ",Jan-50,2011,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,Unknown,0,0,112,179,145.5,10,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,data scientist,na,na
460,Data Scientist,$63K-$111K ,4,Biz2Credit Inc,NY,"New York, NY","New York, NY",201 - 500,2007,Company - Private,Lending,Finance,$100 to $500 million (USD),"Fundera, Bond Street, OnDeck",0,0,63,111,87,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,na
461,Data Scientist,$75K-$126K ,4.2,PeoplesBank,MA,"Holyoke, MA","Holyoke, MA",201 - 500,1885,Company - Private,Banks & Credit Unions,Finance,$50 to $100 million (USD),Unknown,0,0,75,126,100.5,136,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,M
462,Data Scientist Manager,$110K-$184K ,3.8,Capgemini,NY,"New York, NY","Paris, France",10000+,1967,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),"Accenture, CGI, Sopra Steria",0,0,110,184,147,54,1,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,data scientist,na,M
463,Data Engineer,$76K-$145K ,3.7,GNY Insurance Companies,NY,"New York, NY","New York, NY",201 - 500,1914,Company - Private,Insurance Carriers,Insurance,$100 to $500 million (USD),"Travelers, Chubb, Crum & Forster",0,0,76,145,110.5,107,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,data engineer,na,M
464,Marketing Data Analyst,$36K-$62K ,3.9,Citadel Federal Credit Union,PA,"Exton, PA","Exton, PA",501 - 1000,1937,Nonprofit Organization,Banks & Credit Unions,Finance,Unknown / Non-Applicable,"TruMark Financial, North Island Credit Union, CommunityAmerica Credit Union",0,0,36,62,49,84,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,analyst,na,na
465,Data Scientist,$70K-$118K ,4.6,"Conch Technologies, Inc",MA,"Waltham, MA","Memphis, TN",51 - 200,-1,Company - Private,Consulting,Business Services,$5 to $10 million (USD),Unknown,0,0,70,118,94,-1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,data scientist,na,M
466,Senior Data Scientist,$94K-$153K ,4.3,Medidata Solutions,NY,"New York, NY","New York, NY",1001 - 5000,1999,Company - Public,Enterprise Software & Network Solutions,Information Technology,$500 million to $1 billion (USD),Oracle,0,0,94,153,123.5,22,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,data scientist,sr,M
467,"Principal Scientist, Hematology",$54K-$115K ,3.3,Rochester Regional Health,NY,"Rochester, NY","Rochester, NY",10000+,2014,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),Unknown,0,0,54,115,84.5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,sr,P
468,Data Analyst,$50K-$92K ,3.7,CALIBRE Systems,VA,"Alexandria, VA","Alexandria, VA",501 - 1000,1989,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),"CSC, Booz Allen Hamilton, ManTech",0,0,50,92,71,32,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,analyst,na,na
469,Software Data Engineer - College,$49K-$97K ,4,HP Inc.,OR,"Corvallis, OR","Palo Alto, CA",10000+,1939,Company - Public,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,Unknown,0,0,49,97,73,82,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data engineer,na,M
